,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,sqft_living15,sqft_lot15,price,year,month,house_soldtime
19596,3,2.5,2040,4559,2.0,0,0,3,9,2040,0,1500,4500,812000,2014,Aug,9
19597,4,3.25,3850,19842,2.0,0,3,3,11,3180,670,4320,19500,1200000,2014,Aug,9
19598,3,2.25,3230,35306,2.0,0,0,3,9,3230,0,2760,35285,370000,2014,Dec,9
19599,3,2.0,2440,23512,1.0,0,0,3,6,1640,800,1630,19613,338000,2014,Aug,9
19600,4,1.0,1490,6600,1.0,0,0,3,7,1490,0,1280,6600,185000,2014,May,9
19601,3,1.0,1150,35415,1.0,0,0,4,7,1010,140,2460,11781,450000,2014,Dec,9
19602,2,1.0,900,6000,1.0,0,0,3,7,900,0,1460,4800,451000,2014,Jul,9
19603,4,2.5,3210,24527,1.5,0,0,3,11,3210,0,3280,24527,785000,2015,Apr,8
19604,5,3.0,3900,5250,1.5,0,1,5,8,2620,1280,1950,5700,850000,2014,Jul,9
19605,3,1.0,1240,18000,1.0,0,0,2,7,1240,0,1240,18000,235000,2014,Dec,9
19606,3,1.75,1760,6788,2.0,1,4,3,7,1760,0,1630,7588,1150000,2015,Jan,8
19607,3,2.25,1410,1377,2.0,0,0,3,7,1290,120,1445,1370,377500,2014,May,9
19608,3,2.5,2780,11964,2.0,0,0,3,9,2780,0,1760,9640,825500,2014,May,9
19609,5,3.25,3230,3825,2.0,0,0,3,9,2480,750,1480,5100,1060000,2014,Jun,9
19610,5,3.5,4600,8764,2.0,0,0,3,10,3180,1420,3210,9431,880000,2014,Nov,9
19611,3,2.0,1440,4421,1.0,0,0,3,8,1440,0,1440,4157,413800,2014,May,9
19612,2,1.5,1200,1687,3.0,0,0,3,8,1200,0,1240,1296,504200,2014,Jun,9
19613,4,3.0,2793,5703,2.0,0,0,3,9,2793,0,2793,5704,421500,2015,Apr,8
19614,4,2.5,2970,5050,2.0,0,0,3,8,2970,0,2810,4998,855169,2015,Mar,8
19615,3,2.0,1440,3218,1.0,0,0,3,7,850,590,1170,5000,380000,2015,Feb,8
19616,3,2.25,1480,1026,3.0,0,0,3,8,1480,0,1570,1283,580000,2014,Aug,9
19617,3,2.5,1870,5333,2.0,0,0,3,8,1870,0,2100,3730,377000,2015,Apr,8
19618,4,2.75,2475,4000,2.0,0,0,3,7,2475,0,2475,4000,329900,2014,Sep,9
19619,4,2.5,2950,7024,2.0,0,0,3,10,2950,0,2950,6339,921800,2014,Aug,9
19620,3,2.25,1410,905,3.0,0,0,3,9,1410,0,1510,1352,529500,2015,Mar,8
19621,4,2.5,2240,3712,2.0,0,0,3,8,2240,0,2530,4315,363990,2014,Jun,9
19622,5,2.75,3230,6500,2.0,0,0,3,9,3230,0,3180,7624,834950,2015,Jan,8
19623,3,2.0,2100,31550,1.0,0,0,3,8,2100,0,1860,18452,399000,2014,Aug,9
19624,3,2.25,1936,9495,1.0,0,0,3,8,1936,0,1410,12770,338900,2014,Nov,9
19625,3,2.5,3120,6000,2.0,0,0,3,9,3120,0,2670,6000,419950,2015,Mar,8
19626,4,2.5,2070,4270,2.0,0,0,3,8,2070,0,2070,4610,493000,2015,Apr,8
19627,4,2.5,3700,4500,2.0,0,0,3,9,3700,0,3050,5047,650000,2014,Dec,9
19628,3,2.5,2130,5205,2.0,0,0,3,8,2130,0,2250,5462,456000,2014,Sep,9
19629,3,2.25,1620,997,2.5,0,0,3,8,1540,80,1620,1068,425000,2014,Sep,9
19630,3,2.5,1490,2478,3.0,0,0,3,8,1490,0,1270,1156,348000,2015,Feb,8
19631,5,4.0,4180,7232,2.0,0,0,3,9,4180,0,3570,6054,1040000,2014,Oct,9
19632,2,2.5,1400,1262,2.0,0,0,3,8,1160,240,1060,1524,299000,2014,Nov,9
19633,4,3.75,3490,9170,2.0,0,0,3,9,3490,0,1810,8470,1260000,2014,May,9
19634,3,1.0,1300,6098,1.0,0,0,3,7,1300,0,1300,6849,155000,2014,Nov,9
19635,4,2.5,2730,4962,2.0,0,0,3,8,2730,0,2150,3802,319500,2015,Feb,8
19636,3,2.5,1830,2517,2.0,0,0,3,8,1830,0,1610,2762,274000,2014,Dec,9
19637,5,2.5,2340,4500,2.0,0,0,3,7,2340,0,2190,4500,429000,2014,Jun,9
19638,3,1.75,1410,1899,2.0,0,0,3,8,1410,0,1410,1811,267800,2014,Dec,9
19639,3,2.5,1930,8254,2.0,0,0,3,7,1930,0,1540,8849,369950,2015,Apr,8
19640,6,5.0,3028,18055,2.0,0,0,3,7,3028,0,1400,34575,480000,2015,Jan,8
19641,4,3.5,3180,4869,2.0,0,0,3,8,2390,790,2850,4500,440000,2014,Sep,9
19642,4,3.25,2950,4161,2.0,0,0,3,10,2210,740,2790,3693,839704,2015,Mar,8
19643,3,3.25,1430,1276,3.0,0,0,3,8,1430,0,1430,1243,535000,2015,Jan,8
19644,2,1.5,1020,1275,3.0,0,0,3,8,1020,0,980,1415,290000,2014,Aug,9
19645,3,2.5,1650,1793,3.0,0,0,3,8,1650,0,1650,1863,370000,2014,Jul,9
19646,3,2.0,1060,651,3.0,0,0,3,7,1060,0,1440,1501,405000,2015,Mar,8
19647,4,2.75,2620,6019,2.0,0,0,3,8,2620,0,2790,6716,499431,2014,May,9
19648,4,2.5,1830,3868,2.0,0,0,3,7,1830,0,2330,3868,275000,2014,Jul,9
19649,3,2.25,998,844,2.0,0,0,3,7,798,200,998,1110,320000,2014,May,9
19650,4,2.5,2070,4427,2.0,0,0,3,7,2070,0,2070,4556,425000,2014,Aug,9
19651,4,3.5,2860,2199,3.0,0,0,3,10,2860,0,1990,1378,1450000,2015,Feb,8
19652,3,2.0,1920,5688,1.0,0,3,3,9,1920,0,2384,4802,340000,2015,Feb,8
19653,3,2.5,1210,2046,2.0,0,0,3,9,920,290,1070,651,299900,2014,Oct,9
19654,5,3.5,4890,12039,2.0,0,0,3,9,3590,1300,4590,10079,865950,2014,Dec,9
19655,4,2.5,3420,17038,2.0,0,0,3,9,3420,0,2520,14190,720000,2014,Aug,9
19656,4,3.5,2870,3225,2.0,0,3,3,9,2070,800,1770,6450,460000,2014,Oct,9
19657,3,2.5,1600,2042,2.0,0,0,3,8,1600,0,1445,1370,375000,2014,Nov,9
19658,2,1.5,960,1829,2.0,0,0,3,7,960,0,1470,1829,386180,2015,May,8
19659,3,2.75,1740,5639,1.0,0,3,3,7,1740,0,2380,5331,280000,2015,Jan,8
19660,4,2.5,2575,4725,2.0,0,0,3,8,2575,0,2575,5323,359000,2014,Aug,9
19661,5,3.25,3660,11995,2.0,0,2,3,10,3660,0,3320,11241,785000,2014,May,9
19662,3,2.25,1420,1230,2.0,0,0,3,8,940,480,1400,1230,425000,2015,Feb,8
19663,5,2.5,3070,7200,2.0,0,0,3,8,3070,0,2590,7200,575000,2015,May,8
19664,3,2.5,1920,144619,1.0,0,0,3,8,1920,0,2010,48787,465000,2015,Mar,8
19665,4,3.25,4160,10335,2.0,0,0,3,10,4160,0,1840,10333,1850000,2015,May,8
19666,4,3.25,3276,10801,2.0,0,0,3,9,3276,0,2010,11656,720000,2015,Feb,8
19667,5,3.75,2890,5000,1.0,0,0,3,7,1310,1580,1930,5117,390000,2014,May,9
19668,3,2.5,3430,10177,2.0,0,0,3,10,3430,0,3110,12339,2210000,2015,Apr,8
19669,4,3.5,3390,3979,2.0,0,0,3,9,2610,780,3350,4165,1050000,2014,Jul,9
19670,6,3.75,2930,14980,2.0,0,3,3,9,2930,0,3210,10787,915000,2014,Jun,9
19671,2,2.25,1300,1314,3.0,0,0,3,8,1300,0,1300,1312,562000,2015,Apr,8
19672,2,1.75,1250,1208,2.0,0,0,3,7,1040,210,1250,1656,349000,2014,Nov,9
19673,4,2.5,2310,7800,2.0,0,0,3,8,2310,0,2310,7140,375000,2014,Aug,9
19674,2,2.25,1360,1336,3.0,0,0,3,8,1360,0,1280,1295,479950,2014,Dec,9
19675,4,2.5,2020,5100,2.0,0,0,3,7,2020,0,2300,5685,319000,2015,Jan,8
19676,3,1.5,1270,1067,3.0,0,0,3,8,1270,0,1090,1118,325000,2014,Oct,9
19677,4,2.75,2790,8092,2.0,0,0,3,8,2790,0,2790,6154,505657,2014,Aug,9
19678,4,2.5,2320,4142,2.0,0,0,3,7,2320,0,2150,4140,340000,2015,Mar,8
19679,3,2.5,1750,6351,2.0,0,0,3,7,1750,0,1398,6092,250000,2015,Jan,8
19680,4,2.5,2030,4596,2.0,0,0,3,8,2030,0,2040,4705,349500,2014,Sep,9
19681,3,2.5,1270,865,2.0,0,0,3,7,1080,190,1630,7752,290750,2015,Apr,8
19682,5,3.25,2710,2356,2.0,0,0,3,8,2230,480,2160,2108,715000,2015,May,8
19683,4,2.75,2520,8433,2.0,0,0,3,8,2520,0,1890,7772,689950,2014,Aug,9
19684,2,2.5,1340,1263,3.0,0,0,3,8,1340,0,1510,1260,425000,2014,Sep,9
19685,2,3.0,1570,1281,3.0,0,0,3,8,1570,0,1570,2500,657000,2015,Jan,8
19686,4,3.5,2690,5564,2.0,0,0,3,7,2690,0,2210,4046,359950,2014,Nov,9
19687,4,2.75,2475,4276,2.0,0,0,3,7,2475,0,2475,4000,319900,2014,Jul,9
19688,3,3.75,2260,2050,2.0,0,0,3,9,1170,1090,2130,3082,532000,2015,Apr,8
19689,2,1.0,840,863,3.0,0,0,3,8,840,0,1110,1190,291000,2015,Mar,8
19690,3,3.25,1720,1330,2.0,0,0,3,8,1030,690,1720,1520,675000,2014,Jul,9
19691,3,2.25,2940,6500,3.0,0,0,3,9,2940,0,1680,6500,885000,2015,Jan,8
19692,5,3.5,4170,9090,2.0,0,0,3,10,4170,0,1930,13635,1450000,2014,Oct,9
19693,6,4.25,4310,10000,2.0,0,0,3,8,2950,1360,2100,10000,780000,2014,Oct,9
19694,4,2.75,3010,7200,2.0,0,0,3,9,3010,0,3010,7203,839950,2014,Jul,9
19695,3,2.5,2170,1984,2.5,0,0,3,8,2170,0,2150,1984,645000,2015,Apr,8
19696,3,2.5,1584,3200,2.0,0,0,3,7,1584,0,1584,2800,263000,2014,Dec,9
19697,2,2.25,1110,1290,3.0,0,0,3,8,1110,0,1360,1251,345000,2014,Oct,9
19698,4,2.5,2420,5006,2.0,0,0,3,8,2420,0,2750,5471,505000,2014,Nov,9
19699,2,2.25,1430,1210,2.0,0,0,3,8,1340,90,1430,1016,522500,2014,Sep,9
19700,3,2.5,2393,4788,2.0,0,0,3,8,2393,0,2439,5477,400000,2014,Aug,9
19701,3,2.25,1240,949,3.0,0,0,3,8,1240,0,1310,1140,543000,2014,Jun,9
19702,4,2.5,2980,12075,1.0,0,0,3,8,1910,1070,2240,12075,495000,2014,Oct,9
19703,4,3.5,2970,6587,2.0,0,0,3,8,2260,710,2970,5690,549995,2014,Sep,9
19704,3,2.5,2329,5720,2.0,0,0,3,8,2329,0,2197,5720,327555,2015,Feb,8
19705,5,3.25,3340,9075,2.0,0,0,3,8,2600,740,2770,6646,690000,2015,Apr,8
19706,4,2.25,2580,2875,2.0,0,0,3,9,2580,0,1290,5750,673000,2015,Mar,8
19707,3,2.5,2029,3906,2.0,0,0,3,9,2029,0,2029,3920,384435,2014,Jul,9
19708,4,2.75,3430,6500,2.0,0,0,3,9,3050,380,3070,6802,780000,2014,Aug,9
19709,5,3.75,3330,5042,2.0,0,2,3,9,2470,860,1780,3990,1380000,2014,Oct,9
19710,5,3.5,3220,5081,2.0,0,0,3,8,3220,0,2970,5753,950968,2015,Mar,8
19711,2,2.25,1240,750,2.0,0,0,3,7,1150,90,1240,750,334950,2015,Mar,8
19712,3,3.5,1500,1249,2.0,0,0,3,8,1240,260,1440,1850,489000,2014,Jun,9
19713,3,3.0,3530,8345,2.0,0,0,3,10,3530,0,1940,9600,600000,2015,Apr,8
19714,3,2.25,1260,915,2.0,0,0,3,8,1020,240,1260,1056,282000,2014,Aug,9
19715,4,4.0,4168,8485,2.0,0,0,3,10,3222,946,4362,8100,442000,2014,Aug,9
19716,2,1.5,1030,2850,2.0,0,0,3,7,1030,0,1030,3000,220000,2015,May,8
19717,3,2.5,3080,5598,2.0,0,0,3,8,3080,0,3080,5303,489000,2015,Feb,8
19718,3,1.5,1072,4339,2.0,0,0,3,7,1072,0,1443,4341,250000,2014,Dec,9
19719,4,2.75,2790,5000,2.0,0,0,3,8,2790,0,2620,5527,484259,2014,Jul,9
19720,3,2.5,4090,16972,2.0,0,2,3,11,3590,500,3740,16972,1680000,2015,Mar,8
19721,3,2.5,1800,4357,2.0,0,0,3,8,1800,0,1800,3663,450000,2015,Apr,8
19722,2,1.5,830,1276,2.0,0,0,3,7,830,0,1540,1484,299000,2014,Nov,9
19723,3,2.5,2280,4557,2.0,0,0,3,8,2280,0,2070,4610,450000,2014,Oct,9
19724,4,3.0,2110,1286,2.0,0,0,3,9,1710,400,2000,1286,585000,2015,Jan,8
19725,3,2.25,1570,1680,3.0,0,0,3,8,1570,0,1290,1870,660000,2014,Nov,9
19726,2,1.5,830,1333,2.0,0,0,3,7,830,0,1120,4822,301500,2014,May,9
19727,4,3.75,4120,8258,2.0,0,0,3,10,4120,0,3730,8332,949950,2014,Sep,9
19728,4,2.5,2540,5760,2.0,0,0,3,9,2540,0,2580,3600,759990,2014,Oct,9
19729,4,2.75,2050,4000,2.0,0,0,3,8,2050,0,2050,4000,355000,2015,Mar,8
19730,4,2.75,3080,7242,2.0,0,0,3,9,3080,0,3010,7205,889950,2014,Jul,9
19731,3,2.5,2390,1984,2.0,0,0,3,8,2220,170,2150,1984,629800,2014,Jul,9
19732,4,2.5,3170,5100,2.0,0,0,3,9,3170,0,1580,5100,745000,2015,Apr,8
19733,2,1.5,1240,1331,2.0,0,0,3,7,1050,190,1250,1431,379900,2014,Nov,9
19734,3,2.5,1090,1139,2.0,0,0,3,8,960,130,1400,1348,335000,2014,Nov,9
19735,5,4.5,4630,6324,2.0,0,0,3,9,3210,1420,4420,6790,809000,2014,May,9
19736,4,2.5,3230,5899,2.0,0,0,3,8,3230,0,2720,5899,569950,2014,Aug,9
19737,4,3.5,3510,9263,2.0,0,0,3,10,3510,0,3690,10417,723000,2014,Aug,9
19738,4,2.5,1785,2552,2.0,0,0,3,8,1785,0,1691,2700,282000,2014,Nov,9
19739,5,3.25,2360,3873,2.0,0,0,3,8,1990,370,1720,3071,569900,2014,Oct,9
19740,4,2.0,2340,9716,1.0,0,0,3,7,2340,0,1180,13500,385000,2015,Jan,8
19741,3,2.25,1620,1075,3.0,0,0,3,8,1540,80,1620,1237,420000,2014,Jul,9
19742,3,3.25,3890,3452,2.0,0,0,3,12,2890,1000,2860,2199,2250000,2014,Aug,9
19743,4,3.5,3590,5335,2.0,0,2,3,9,3140,450,2100,6250,1210000,2014,Sep,9
19744,4,3.0,1984,4460,2.0,0,0,3,7,1984,0,2095,3402,292000,2014,Dec,9
19745,3,2.25,1640,1023,3.0,0,0,3,8,1640,0,1720,1960,645000,2015,Mar,8
19746,4,2.0,1350,942,3.0,0,0,3,7,1350,0,1390,942,304500,2015,Mar,8
19747,4,3.5,2730,5707,2.0,0,0,3,8,2000,730,2430,5899,489500,2015,May,8
19748,4,4.0,5610,11063,3.0,0,0,3,11,4750,860,4560,11063,1580000,2015,Apr,8
19749,2,1.0,962,1992,2.0,0,0,3,7,962,0,1130,1992,390000,2015,Jan,8
19750,4,3.5,3040,4006,2.0,0,0,3,8,2350,690,2050,4000,815000,2014,Oct,9
19751,3,3.5,2540,10578,2.0,0,1,3,9,2010,530,3240,9831,719000,2015,Apr,8
19752,4,2.5,2240,4800,2.0,0,0,3,8,2240,0,2240,5040,331210,2015,Apr,8
19753,3,1.5,1260,1270,2.0,0,0,3,7,1040,220,1260,1472,245000,2014,May,9
19754,5,4.0,3210,7200,2.0,0,0,3,8,2410,800,2750,7200,465000,2014,Sep,9
19755,3,2.5,1620,1171,3.0,0,4,3,8,1470,150,1620,1505,580000,2014,Sep,9
19756,3,2.0,1580,1972,2.5,0,2,3,8,1180,400,1500,1908,540000,2015,Apr,8
19757,3,2.5,1430,1250,3.0,0,0,3,7,1430,0,1360,1269,399000,2014,Nov,9
19758,4,2.5,1850,5388,2.0,0,0,3,8,1850,0,2140,5086,328000,2014,Aug,9
19759,4,2.5,3340,5314,2.0,0,0,3,10,3340,0,3220,5500,701000,2015,May,8
19760,3,2.75,2670,4800,2.0,0,0,3,8,2670,0,2340,5000,408000,2014,Oct,9
19761,5,4.25,4660,16200,2.0,0,2,3,11,4660,0,3340,16200,2640000,2015,Feb,8
19762,3,2.5,1550,930,2.0,0,0,3,8,1060,490,1550,1301,445000,2014,Aug,9
19763,4,2.5,3470,6651,2.0,0,0,3,9,3470,0,2730,6179,672500,2014,Oct,9
19764,3,2.5,3010,7014,2.0,0,0,3,8,3010,0,3030,6180,538000,2014,Jul,9
19765,5,3.5,3931,9497,2.0,0,0,3,10,2650,1281,3510,9497,450000,2014,Sep,9
19766,3,2.5,1800,2700,2.0,0,0,3,8,1800,0,1380,1200,362500,2014,Jun,9
19767,3,2.5,1570,1551,3.0,0,0,3,8,1570,0,1570,1705,414950,2014,Oct,9
19768,3,2.5,2230,3939,2.0,0,0,3,8,2230,0,2230,4200,679950,2015,Jan,8
19769,4,2.5,2423,7292,2.0,0,0,3,8,2423,0,2495,7489,290000,2014,Nov,9
19770,3,2.0,1160,1174,2.0,0,0,3,7,790,370,1160,994,230000,2014,Oct,9
19771,2,2.0,1440,4666,1.0,0,0,3,8,1440,0,1510,4595,439950,2015,Feb,8
19772,4,2.5,2052,3723,2.0,0,0,3,8,2052,0,2052,5250,349900,2014,May,9
19773,5,2.5,2780,9272,2.0,0,0,3,8,2780,0,1150,8460,550000,2014,Dec,9
19774,4,4.25,3720,5750,2.0,0,2,3,9,2960,760,2550,5750,1050000,2015,Apr,8
19775,2,2.25,1460,1851,2.0,0,0,3,9,1180,280,1800,4269,655000,2015,Mar,8
19776,3,3.5,1370,1540,2.0,0,0,3,8,1100,270,1370,915,385000,2014,Nov,9
19777,6,4.5,3600,6110,2.0,0,0,3,9,2510,1090,1360,5800,729999,2015,Apr,8
19778,3,2.25,1420,1282,3.0,0,0,3,8,1420,0,1530,1280,523950,2014,Jun,9
19779,2,2.5,980,895,2.0,0,0,3,8,670,310,980,899,369000,2014,May,9
19780,3,2.5,1790,2700,2.0,0,0,3,8,1790,0,1890,3078,509900,2014,May,9
19781,3,2.5,2010,5399,2.0,0,0,3,7,2010,0,2280,5141,282000,2014,Jul,9
19782,3,2.5,2370,4200,2.0,0,0,3,8,2370,0,2370,4200,387865,2014,Aug,9
19783,4,2.5,2560,6238,2.0,0,0,3,8,2560,0,2560,6240,385000,2014,Nov,9
19784,3,2.5,1900,6224,2.0,0,0,3,7,1900,0,2260,5450,536000,2014,Jun,9
19785,2,2.25,1350,1493,2.0,0,0,3,8,1050,300,1250,1202,395000,2014,Jun,9
19786,4,2.75,2650,6717,2.0,0,0,3,10,2650,0,2740,7923,545000,2014,Nov,9
19787,4,2.5,3020,7035,2.0,0,4,3,9,3020,0,3020,6771,715000,2015,Apr,8
19788,3,2.5,1500,2255,2.0,0,0,3,7,1500,0,1440,2040,348000,2014,Jul,9
19789,3,1.75,1320,1014,3.0,0,0,3,9,1320,0,1380,1495,455000,2014,Aug,9
19790,4,2.75,3120,7644,2.0,0,0,3,10,3120,0,2980,6050,575000,2014,Jun,9
19791,3,2.25,1540,1270,3.0,0,0,3,7,1540,0,1230,1454,449950,2014,Oct,9
19792,3,2.5,1800,2790,2.0,0,0,3,8,1800,0,1580,2036,364000,2014,Jun,9
19793,4,2.5,3640,6389,2.0,0,0,3,9,3640,0,3570,6303,932990,2014,Dec,9
19794,3,2.5,2440,4153,2.0,0,0,3,9,2440,0,2030,4143,710000,2014,Jun,9
19795,4,4.0,3970,7314,2.0,0,0,3,9,3970,0,3560,5258,949990,2015,Feb,8
19796,3,2.5,2060,4200,2.0,0,0,3,8,2060,0,2370,4200,326989,2014,Jul,9
19797,3,2.5,2538,4600,2.0,0,0,3,8,2538,0,2570,4800,335606,2014,Jul,9
19798,5,4.5,4270,8076,2.0,0,0,3,11,3400,870,4100,10631,1530000,2014,May,9
19799,3,2.5,1320,3150,2.0,0,0,3,7,1320,0,1390,1725,299950,2014,Nov,9
19800,4,2.75,3340,5700,2.0,0,0,3,11,3340,0,3340,6940,962000,2014,Oct,9
19801,2,2.5,1590,1679,2.0,0,0,3,8,1590,0,1590,1680,395825,2014,Aug,9
19802,5,2.75,2710,4500,2.0,0,0,3,8,2710,0,2710,4626,419354,2014,Oct,9
19803,4,2.75,3140,7258,2.0,0,1,3,10,3140,0,2990,13600,920000,2014,Aug,9
19804,3,2.25,1445,1028,2.0,0,0,3,7,1300,145,1445,1377,366000,2014,Aug,9
19805,4,2.5,2430,5000,2.0,0,0,3,7,2430,0,2430,5441,480000,2014,May,9
19806,3,3.25,1370,915,2.0,0,0,3,8,1100,270,1370,1146,388000,2014,Nov,9
19807,4,3.5,5050,9520,2.0,0,0,3,11,3610,1440,2430,9248,2320000,2015,Apr,8
19808,3,2.5,1860,1290,2.0,0,0,3,9,1240,620,1710,1525,730000,2015,Jan,8
19809,5,3.75,5330,6000,2.0,0,2,3,10,3570,1760,4420,5797,950000,2014,May,9
19810,3,3.25,1710,2171,2.0,0,0,3,7,1400,310,1380,1300,358990,2014,Jul,9
19811,4,2.5,2650,4120,2.0,0,0,3,8,2650,0,2030,3768,398651,2014,Oct,9
19812,4,2.5,2590,7891,2.0,0,0,3,9,2590,0,1400,7891,530000,2014,Nov,9
19813,4,2.5,2610,5562,2.0,0,0,3,9,2610,0,2720,7400,610360,2014,Jul,9
19814,3,2.5,1770,1235,3.0,0,0,3,8,1600,170,1680,1203,436110,2014,May,9
19815,4,2.75,3730,8014,2.0,0,0,3,10,3730,0,3670,8279,925000,2014,Jun,9
19816,4,2.5,2420,5244,2.0,0,0,3,9,2420,0,1400,5250,449950,2015,Mar,8
19817,4,2.5,3330,7399,2.0,0,0,3,9,3330,0,2640,8601,760000,2014,May,9
19818,3,2.25,1910,3481,2.0,0,0,3,8,1910,0,1714,3177,293000,2014,Jul,9
19819,2,2.5,2170,7665,1.0,0,2,3,8,2170,0,2300,7100,695000,2015,Feb,8
19820,3,2.5,2437,5136,2.0,0,0,3,7,2437,0,2437,4614,285000,2014,Jun,9
19821,5,4.0,4180,12042,2.0,0,0,3,10,4180,0,1800,6052,1260000,2014,Dec,9
19822,3,2.5,1800,2791,2.0,0,0,3,8,1800,0,1580,2617,379900,2014,Jul,9
19823,5,2.5,2570,7412,2.0,0,0,3,8,2570,0,2890,8056,472000,2015,Apr,8
19824,4,2.5,2090,5195,2.0,0,0,3,7,2090,0,2090,5236,300000,2014,Jul,9
19825,4,2.5,2789,3960,2.0,0,0,3,7,2789,0,2547,3960,272000,2014,Nov,9
19826,4,2.5,2906,5893,2.0,0,0,3,9,2906,0,2680,4950,418395,2014,Nov,9
19827,5,2.5,2550,6405,2.0,0,0,3,7,2550,0,2190,5900,465000,2014,Dec,9
19828,4,2.75,3550,9400,2.0,0,0,3,9,3550,0,3550,9421,659950,2014,Jul,9
19829,3,2.25,1590,926,3.0,0,0,3,8,1590,0,1640,1321,484950,2015,Jan,8
19830,3,2.25,1950,1968,2.0,0,0,4,7,1160,790,1950,1968,359000,2015,Apr,8
19831,4,2.5,3250,4500,2.0,0,0,3,8,3250,0,3030,4518,519000,2014,Jun,9
19832,5,4.5,4590,14685,2.0,0,0,3,10,4590,0,3030,9486,1710000,2014,May,9
19833,4,2.75,3070,7201,2.0,0,0,3,9,3070,0,2880,8364,535000,2014,Jun,9
19834,4,3.25,3030,7644,2.0,0,0,3,8,2830,200,3400,6908,622950,2015,Apr,8
19835,3,2.5,2610,5845,2.0,0,0,3,8,2610,0,2810,5000,515000,2014,Aug,9
19836,4,3.5,3150,6202,2.0,0,0,3,7,3150,0,2950,5940,330000,2014,May,9
19837,3,1.5,1240,983,3.0,0,0,3,8,1240,0,1240,1026,318000,2015,Feb,8
19838,3,2.5,1680,2801,2.0,0,0,3,7,1680,0,1920,2723,439000,2014,Oct,9
19839,3,2.5,2220,5279,2.0,0,0,3,8,2220,0,1610,5297,540000,2015,Mar,8
19840,4,3.25,4800,12727,2.0,0,0,3,10,4800,0,4750,13602,1080000,2014,Jul,9
19841,4,2.5,3100,4699,2.0,0,0,3,9,3100,0,2450,5130,435000,2015,Mar,8
19842,4,4.0,7850,89651,2.0,0,0,3,12,7850,0,6210,95832,2700000,2015,Jan,8
19843,4,2.75,3590,5625,2.0,0,0,3,10,3590,0,3590,5625,1100000,2014,Oct,9
19844,4,2.0,1590,942,3.0,0,0,3,7,1590,0,1390,942,293467,2015,Feb,8
19845,3,2.5,2242,4800,2.0,0,0,3,8,2242,0,2009,4800,328000,2015,May,8
19846,3,3.5,2490,3582,2.0,0,0,3,8,1720,770,1445,1590,550000,2014,Jul,9
19847,3,2.0,1530,1442,3.0,0,0,3,9,1530,0,1620,1456,649000,2015,Apr,8
19848,4,2.5,2150,3143,2.0,0,0,3,7,2150,0,2640,3200,435000,2014,Jul,9
19849,3,2.5,2440,4800,2.0,0,0,3,10,2440,0,1180,5480,625000,2014,Jun,9
19850,3,1.5,1270,1483,3.0,0,0,3,8,1270,0,1270,1413,415000,2015,Apr,8
19851,3,2.25,1450,4706,2.0,0,0,3,7,1450,0,1490,4667,400000,2014,Jun,9
19852,3,2.5,2690,4047,3.0,0,0,3,10,2690,0,2040,5000,979000,2014,May,9
19853,4,2.5,2755,4831,2.0,0,0,3,7,2755,0,2510,4831,625250,2015,Feb,8
19854,4,3.5,2650,3474,2.0,0,0,3,8,2230,420,2330,3474,665000,2014,Sep,9
19855,3,3.25,2310,3075,2.0,0,0,3,8,1730,580,2310,3075,589500,2014,Jun,9
19856,2,3.0,1460,1452,2.0,0,0,3,8,1140,320,1460,1452,437000,2015,Mar,8
19857,3,1.0,1400,9000,1.0,0,0,5,7,1400,0,1440,8400,320000,2014,Oct,9
19858,3,2.5,2196,7475,2.0,0,0,3,8,2196,0,1860,6755,333500,2015,Jan,8
19859,3,2.25,2020,2750,2.0,0,0,3,8,1680,340,1720,1546,430000,2014,Nov,9
19860,5,4.5,4280,8465,2.0,0,0,3,10,4280,0,2990,11067,995500,2014,Aug,9
19861,3,3.0,2340,5002,2.0,0,0,3,8,2340,0,2790,5375,427874,2014,Jun,9
19862,4,2.5,2220,4228,2.0,0,0,3,8,2220,0,2220,4157,334990,2014,May,9
19863,4,4.0,4420,5940,2.0,0,0,3,10,3410,1010,4510,5797,909500,2015,Feb,8
19864,3,2.0,1580,4961,2.0,0,0,3,7,1580,0,2280,5000,210000,2015,Mar,8
19865,4,2.75,3550,6558,2.0,0,0,3,9,3550,0,3140,5617,952990,2015,Jan,8
19866,2,1.75,1510,851,3.0,0,0,3,8,1420,90,1300,1338,622500,2015,Feb,8
19867,3,3.5,1360,1419,2.0,0,0,3,8,1040,320,1560,1977,515000,2014,Jun,9
19868,3,2.5,2040,13590,2.0,0,0,3,8,2040,0,1850,12485,350000,2015,Jan,8
19869,1,1.5,1120,912,3.0,0,0,3,7,1120,0,1380,3200,310000,2014,Oct,9
19870,4,3.5,4490,5099,2.0,0,0,3,9,3390,1100,4290,5537,700000,2014,May,9
19871,4,2.5,3560,6786,2.0,0,0,3,9,2930,630,3560,5886,907687,2014,Jul,9
19872,2,2.5,2150,5760,1.0,0,0,3,8,2150,0,1640,4680,741500,2014,Jul,9
19873,3,2.5,2130,5088,2.0,0,0,3,8,1840,290,2130,5762,395000,2014,Jul,9
19874,5,2.75,2990,6370,2.0,0,0,3,8,2990,0,2730,5740,559950,2015,Feb,8
